RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer,Offense_cat
23157,Assault Simple,202100003947,,BRANDYWINE DR / HYDRAULIC RD,CPD,2021/02/09 23:30:16+00,1830,"Burchardt, Rudy",Assault & Violent Crime
23158,Larceny - All Other,202100003940,200.0,"GARRETT ST, 401",CPD,2021/02/09 22:35:35+00,1735,"Bowers, Justin",Theft & Larceny
23159,Fraud-false pretense,202100003942,1100.0,E JEFFERSON ST,CPD,2021/02/09 22:14:20+00,1714,"Middleton, Matthew",Fraud & Financial
23160,Assist Agency - Other,202100003939,,JEFFERSON PARK AVE / RUPPEL DR,CPD,2021/02/09 22:11:16+00,1711,"Lowry, Ryan",Other
23161,Hit and Run,202100003933,1800.0,UNIVERSITY AVE,CPD,2021/02/09 21:41:26+00,1641,"Lee, Chandler",Motor Vehicle/Traffic
23162,Vandalism,202100003931,100.0,"WELK PL, B",CPD,2021/02/09 21:26:16+00,1626,"Stein, Nathan",Property Damage
23163,Larceny - All Other,202100003917,100.0,MONTEBELLO CIR,CPD,2021/02/09 19:11:52+00,1411,"Burnett, James",Theft & Larceny
23164,Suspicious Activity,202100003898,100.0,14TH ST NW,CPD,2021/02/09 15:11:25+00,1011,"Tennyson, James",Other
23165,Larceny - Of Veh Parts/Access,202100003897,1100.0,E MARKET ST,CPD,2021/02/09 14:36:51+00,936,"McKeown, Kaitlyn",Theft & Larceny
23166,Larceny - All Other,202100003894,800.0,"W MAIN ST, 239",CPD,2021/02/09 14:14:28+00,914,"Tennyson, James",Theft & Larceny
23167,Assist Citizen - Mental/TDO/ECO,202100003888,900.0,MONTICELLO AVE,CPD,2021/02/09 09:58:15+00,458,"Morrison, Kyle",Mental Health/Welfare
23168,Assist Citizen - Mental/TDO/ECO,202100003887,600.0,E MARKET ST,CPD,2021/02/09 09:15:02+00,415,"Harris, Frank",Mental Health/Welfare
23169,Assault Aggravated,202100003857,100.0,HARTMANS MILL RD,CPD,2021/02/09 04:37:01+00,2337,"Morrison, Kyle",Assault & Violent Crime
23170,Drunkeness DIP,202100003852,1300.0,WERTLAND ST,CPD,2021/02/09 04:01:34+00,2301,"Stein, Nathan",Other
23171,Narcotics,202100003848,,FLORENCE RD / NASSAU ST,CPD,2021/02/09 03:24:39+00,2224,"Via, Ryan",Narcotics/Drug Offenses
23172,Traffic Stops,202100003847,700.0,W MAIN ST,CPD,2021/02/09 03:23:51+00,2223,"Fink, James",Motor Vehicle/Traffic
23173,Lost/FoundProperty,202100003828,900.0,W MAIN ST,CPD,2021/02/08 23:30:12+00,1830,"Arreguin, Arron",Other
23174,Hit and Run,202100003822,1500.0,RUGBY AVE,CPD,2021/02/08 22:05:58+00,1705,"Burchardt, Rudy",Motor Vehicle/Traffic
23175,Drug/Narcotics Violation,202100003812,400.0,E MARKET ST,CPD,2021/02/08 21:37:48+00,1637,"Lewis, Joey",Narcotics/Drug Offenses
23176,Fraud-impersonation,202100003806,1500.0,"CHERRY AVE, A",CPD,2021/02/08 20:37:12+00,1537,"Culbreath, Jonathan",Fraud & Financial
23177,Suspicious Activity,202100003805,600.0,NORTH AVE,CPD,2021/02/08 20:17:42+00,1517,"Turner, Devon",Other
23178,Lost/FoundProperty,202180000014,1700.0,YORKTOWN DR,CPD,2021/02/08 20:06:00+00,1506,"Moje, Ashley",Other
23179,Vandalism,202100003800,2100.0,JEFFERSON PARK AVE,CPD,2021/02/08 18:43:20+00,1343,"Nash, Darius",Property Damage
23180,Larceny - All Other,202100003793,600.0,E MARKET ST,CPD,2021/02/08 17:29:27+00,1229,"Turner, Devon",Theft & Larceny
23181,Assist Citizen - Mental/TDO/ECO,202100003788,900.0,"W MAIN ST, 520",CPD,2021/02/08 16:42:36+00,1142,"Tennyson, James",Mental Health/Welfare
23182,Larceny - All Other,202100003783,800.0,BOLLING AVE,CPD,2021/02/08 14:40:57+00,940,"Samar, Jack",Theft & Larceny
23183,Animal - Bite,202100003780,1000.0,PRESTON AVE,CPD,2021/02/08 13:39:37+00,839,"Hickey, Declan",Other
23184,Death Investigation - DOA,202100003777,900.0,WEST ST,CPD,2021/02/08 12:46:16+00,746,"Tennyson, James",Other
23185,Shots Fired/Illegal Hunting,202100003774,800.0,W MAIN ST,CPD,2021/02/08 09:03:29+00,403,"Vlasis, Christopher",Weapon Offenses
23186,Vandalism,202100003711,100.0,W MARKET ST,CPD,2021/02/08 02:06:57+00,2106,"Harlow, Matthew",Property Damage
23187,Missing Person-juvenile,202100003706,400.0,GARRETT ST,CPD,2021/02/08 00:18:25+00,1918,"Whitten, Tobyn",Mental Health/Welfare
23188,Vandalism,202180000013,1500.0,GROVE RD,CPD,2021/02/07 22:12:59+00,1712,"Moje, Ashley",Property Damage
23189,Lost/FoundProperty,202100003690,,14TH ST NW / W MAIN ST,CPD,2021/02/07 20:40:41+00,1540,"Nash, Darius",Other
23190,Larceny - From Motor Vehicle,202180000012,300.0,"13TH ST NW, 35",CPD,2021/02/07 19:06:54+00,1406,"Moje, Ashley",Theft & Larceny
23191,Hit and Run,202100003684,1100.0,EMMET ST N,CPD,2021/02/07 18:44:54+00,1344,"TRAVERS, JOSHUA",Motor Vehicle/Traffic
23192,Larceny - From Motor Vehicle,202100003682,1300.0,WERTLAND ST,CPD,2021/02/07 18:31:12+00,1331,"Pittman, Terry",Theft & Larceny
23193,Larceny - From Motor Vehicle,202100003676,1600.0,ST ANNES RD,CPD,2021/02/07 17:23:00+00,1223,"TRAVERS, JOSHUA",Theft & Larceny
23194,Hit and Run,202100003673,800.0,CHERRY AVE,CPD,2021/02/07 16:47:16+00,1147,"Pittman, Terry",Motor Vehicle/Traffic
23195,Assault Aggravated,202100003671,700.0,"PROSPECT AVE, B",CPD,2021/02/07 16:42:04+00,1142,"Barbour, Tremaine",Assault & Violent Crime
23196,Larceny - All Other,202100003654,100.0,W MARKET ST,CPD,2021/02/07 07:54:04+00,254,"Miller, Devin",Theft & Larceny
23197,Disorderly Conduct,202100003607,,E MAIN ST / 2ND ST NE,CPD,2021/02/07 03:46:33+00,2246,"Houchens, Logan",Public Order/Disorderly
23198,Vandalism,202100003601,700.0,"HARRIS ST, 101",CPD,2021/02/07 01:12:54+00,2012,"Green, Bryan",Property Damage
23199,Narcotics,202100003597,1300.0,CARLTON AVE,CPD,2021/02/07 00:27:39+00,1927,"Whitten, Tobyn",Narcotics/Drug Offenses
23200,Hit and Run,202100003582,1100.0,EMMET ST N,CPD,2021/02/06 20:07:30+00,1507,"TRAVERS, JOSHUA",Motor Vehicle/Traffic
23201,Assault Simple,202100003581,800.0,RIDGE ST,CPD,2021/02/06 20:01:41+00,1501,"Tennyson, James",Assault & Violent Crime
23202,Domestic Disturbance,202100003571,400.0,"GARRETT ST, G",CPD,2021/02/06 18:11:06+00,1311,"Samar, Jack",Public Order/Disorderly
23203,Larceny - From Motor Vehicle,202100003568,2100.0,ARLINGTON BLVD,CPD,2021/02/06 17:28:27+00,1228,"Turner, Devon",Theft & Larceny
23204,Vandalism,202100003556,700.0,"PROSPECT AVE, E",CPD,2021/02/06 12:29:49+00,729,"Tennyson, James",Property Damage
23205,Suspicious Activity,202100003554,1100.0,"5TH ST SW, 312",CPD,2021/02/06 09:24:21+00,424,"Belinski, Thomas",Other
23206,Burglary,202100003552,400.0,"14TH ST NW, 0B",CPD,2021/02/06 08:34:41+00,334,"Patel, Akash",Theft & Larceny
23207,Assault Simple,202100003551,800.0,"HARDY DR, C",CPD,2021/02/06 08:32:29+00,332,"Vlasis, Christopher",Assault & Violent Crime
23208,Fraud-wire fraud,202100003550,2500.0,"PLATEAU RD, A",CPD,2021/02/06 08:17:30+00,317,"Patel, Akash",Fraud & Financial
23209,Assault Simple,202100003526,1600.0,"6TH ST SE, 23",CPD,2021/02/06 04:20:46+00,2320,"Bowers, Justin",Assault & Violent Crime
23210,Assault Simple,202100003519,1700.0,CHERRY AVE,CPD,2021/02/06 02:34:19+00,2134,"Whitten, Tobyn",Assault & Violent Crime
23211,Accident - w/out Injuries,202100003518,2300.0,GLENN CT,CPD,2021/02/06 02:28:00+00,2128,"Lucas, Corbin",Motor Vehicle/Traffic
23212,Assist Citizen - Mental/TDO/ECO,202100003516,1100.0,EMMET ST N,CPD,2021/02/06 02:11:41+00,2111,"Harlow, Matthew",Mental Health/Welfare
23213,Assist Citizen - Mental/TDO/ECO,202100003514,1200.0,LEE ST,CPD,2021/02/06 02:04:48+00,2104,"Smith, Daniel",Mental Health/Welfare
23214,Hit and Run,202100003510,1200.0,EMMET ST N,CPD,2021/02/06 01:38:50+00,2038,"Whitten, Tobyn",Motor Vehicle/Traffic
23215,Warrant Service,202100003507,1100.0,EMMET ST N,CPD,2021/02/06 00:59:47+00,1959,"Eckenroth, Rachel",Other
23216,Hit and Run,202100003496,900.0,ANDERSON ST,CPD,2021/02/05 22:28:49+00,1728,"Holley, Barrett",Motor Vehicle/Traffic
23217,Assist Citizen - Medical,202100003491,800.0,E HIGH ST,CPD,2021/02/05 21:33:53+00,1633,"Bayles, Shawn",Mental Health/Welfare
23218,Animal - Bite,202100003490,1000.0,COTTONWOOD RD,CPD,2021/02/05 21:27:05+00,1627,"Shiflett, Tammy",Other
23219,Assault Simple,202100003485,1600.0,"6TH ST SE, 23",CPD,2021/02/05 20:35:33+00,1535,"Pendleton, Eric",Assault & Violent Crime
23220,Larceny - All Other,202100003483,700.0,"PROSPECT AVE, J",CPD,2021/02/05 19:51:15+00,1451,"Shiflett, Tammy",Theft & Larceny
23221,Larceny - Theft from Building,202180000011,1500.0,"VIRGINIA AVE, Apt 3",CPD,2021/02/05 18:57:30+00,1357,"Moje, Ashley",Theft & Larceny
23222,Missing Person-juvenile,202100003464,700.0,"PROSPECT AVE, C",CPD,2021/02/05 15:05:44+00,1005,"Keplinger, Christopher",Mental Health/Welfare
23223,Vandalism,202100003460,900.0,SEMNLOLE TR,CPD,2021/02/05 14:19:54+00,919,"Turner, Devon",Property Damage
23224,Larceny - From Motor Vehicle,202100003456,1300.0,E MARKET ST,CPD,2021/02/05 14:06:09+00,906,"Shiflett, Tammy",Theft & Larceny
23225,Lost/FoundProperty,202100003410,,10TH ST SW / GROVE ST,CPD,2021/02/05 01:34:24+00,2034,"Holley, Barrett",Other
23226,Suspicious Activity,202100003393,1200.0,EMMET ST N,CPD,2021/02/04 20:53:58+00,1553,"Holley, Barrett",Other
23227,Vandalism,202100003389,1600.0,BRANDYWINE DR,CPD,2021/02/04 20:48:05+00,1548,"Eckenroth, Rachel",Property Damage
23228,Suspicious Person,202100003379,1500.0,CARLTON AVE,CPD,2021/02/04 19:52:46+00,1452,"Pendleton, Eric",Other
23229,Weapons Violations,202100003381,1600.0,GROVE RD,CPD,2021/02/04 19:27:01+00,1427,"Keplinger, Christopher",Weapon Offenses
23230,Shots Fired/Illegal Hunting,202100003373,700.0,PROSPECT AVE,CPD,2021/02/04 18:47:27+00,1347,"Nash, Darius",Weapon Offenses
23231,Suspicious Activity,202100003369,1300.0,"E MARKET ST, O",CPD,2021/02/04 17:56:01+00,1256,"Alfonso, Sean",Other
23232,Larceny - All Other,202100003374,400.0,ALTAMONT ST,CPD,2021/02/04 17:21:51+00,1221,"Lucas, Corbin",Theft & Larceny
23233,Larceny - From Motor Vehicle,202100003361,400.0,4TH ST NW,CPD,2021/02/04 15:51:32+00,1051,"Pittman, Terry",Theft & Larceny
23234,Larceny - Of Veh Parts/Access,202100003360,2100.0,"ARLINGTON BLVD, 101",CPD,2021/02/04 15:48:21+00,1048,"Keplinger, Christopher",Theft & Larceny
23235,Larceny - Of Veh Parts/Access,202180000010,200.0,"5TH ST SW, A",CPD,2021/02/04 15:45:20+00,1045,"Moje, Ashley",Theft & Larceny
23236,Embezzelment,202100003359,900.0,RIVER RD,CPD,2021/02/04 15:33:56+00,1033,"McKeown, Kaitlyn",Other
23237,Suspicious Activity,202100003357,100.0,"ALTAMONT CIR, 52",CPD,2021/02/04 15:24:28+00,1024,"Alfonso, Sean",Other
23238,Assist Citizen - Mental/TDO/ECO,202100003354,2500.0,JEFFERSON PARK AVE,CPD,2021/02/04 15:05:54+00,1005,"Nash, Darius",Mental Health/Welfare
23239,Assault Simple,202100003347,1700.0,"GORDON AVE, B",CPD,2021/02/04 10:03:27+00,503,"Patel, Akash",Assault & Violent Crime
23240,Assault Simple,202100003336,200.0,W MAIN ST,CPD,2021/02/04 06:48:26+00,148,"Belinski, Thomas",Assault & Violent Crime
23241,Assault Simple,202100003334,1000.0,GRADY AVE,CPD,2021/02/04 06:26:23+00,126,"Blackwell, Kyle",Assault & Violent Crime
23242,Domestic Disturbance,202100003309,800.0,FOREST ST,CPD,2021/02/04 00:38:08+00,1938,"Green, Bryan",Public Order/Disorderly
23243,Larceny - All Other,202100003301,2000.0,HOLIDAY DR,CPD,2021/02/03 22:25:38+00,1725,"Green, Bryan",Theft & Larceny
23244,Assault Aggravated,202100003290,500.0,W MAIN ST,CPD,2021/02/03 20:22:59+00,1522,"Eckenroth, Rachel",Assault & Violent Crime
23245,Death Investigation - DOA,202100003284,1100.0,5TH ST SW,CPD,2021/02/03 18:51:40+00,1351,"Alfonso, Sean",Other
23246,Motor Vehicle Theft,202100003283,600.0,CABELL AVE,CPD,2021/02/03 17:51:29+00,1251,"Burnett, James",Theft & Larceny
23247,Misc - Criminal Call,202100003276,800.0,"CASTALIA ST, B",CPD,2021/02/03 17:01:01+00,1201,"McKeown, Kaitlyn",Other
23248,Larceny - Of Veh Parts/Access,202100003268,,12TH ST NW / ROSSER AVE E,CPD,2021/02/03 15:08:27+00,1008,"Burnett, James",Theft & Larceny
23249,Runaway,202100003242,800.0,"HARDY DR, A",CPD,2021/02/03 03:43:49+00,2243,"Fink, James",Mental Health/Welfare
23250,Larceny - All Other,202100003230,2000.0,HOLIDAY DR,CPD,2021/02/03 00:18:11+00,1918,"Houchens, Jamell",Theft & Larceny
23251,Hit and Run,202100003194,,FONTAINE AVE / JEFFERSON PARK AVE,CPD,2021/02/02 17:39:08+00,1239,"Nash, Darius",Motor Vehicle/Traffic
23252,Larceny - From Motor Vehicle,202100003191,,15TH ST NW / GRADY AVE,CPD,2021/02/02 16:10:16+00,1110,"Nash, Darius",Theft & Larceny
23253,Comm Relations Initiative - CRI,202100003189,700.0,"PROSPECT AVE, A",CPD,2021/02/02 15:48:12+00,1048,"Lowe, Courteny",Other
23254,Larceny - Theft from Building,202100003185,900.0,MELBOURNE RD,CPD,2021/02/02 14:21:25+00,921,"Turner, Devon",Theft & Larceny
23255,Forgery/Counterfeiting,202100003183,2100.0,BARRACKS RD,CPD,2021/02/02 14:20:19+00,920,"Turner, Devon",Fraud & Financial
23256,Assault Intimidation,202100003176,400.0,11TH ST NW,CPD,2021/02/02 12:15:46+00,715,"Young, Steven",Assault & Violent Crime
23257,Suspicious Activity,202100003138,1600.0,"MADISON AVE, B",CPD,2021/02/02 02:48:03+00,2148,"Burchardt, Rudy",Other
23258,Assault Simple,202100003139,400.0,10TH ST NW,CPD,2021/02/02 02:41:06+00,2141,"Arreguin, Arron",Assault & Violent Crime
23259,Larceny - All Other,202100003137,1900.0,EMMET ST N,CPD,2021/02/02 02:36:12+00,2136,"Houchens, Jamell",Theft & Larceny
23260,Suspicious Activity,202100003136,1100.0,5TH ST SW,CPD,2021/02/02 01:42:49+00,2042,"Fink, James",Other
23261,Lost/FoundProperty,202100003135,800.0,W MAIN ST,CPD,2021/02/02 01:19:47+00,2019,"Houchens, Jamell",Other
23262,Misc - Non-Criminal Call,202100003107,2500.0,NAYLOR ST,CPD,2021/02/01 18:31:16+00,1331,"Young, Steven",Other
23263,Suspicious Activity,202100003086,100.0,W MARKET ST,CPD,2021/02/01 09:07:30+00,407,"Harris, Frank",Other
23264,Larceny - Shoplifitng,202100003067,1100.0,MILLMONT ST,CPD,2021/02/01 03:27:36+00,2227,"Green, Bryan",Theft & Larceny
23265,Animal Complaint,202100003061,2300.0,CRESTMONT AVE,CPD,2021/01/31 22:04:28+00,1704,"Eckenroth, Rachel",Other
23266,Hit and Run,202100003051,200.0,9TH ST SW,CPD,2021/01/31 15:48:58+00,1048,"Tennyson, James",Motor Vehicle/Traffic
23267,Assist Citizen - Mental/TDO/ECO,202100003049,,LEE ST / ROOSEVELT BROWN BLVD,CPD,2021/01/31 15:20:09+00,1020,"Tennyson, James",Mental Health/Welfare
23268,Assist Citizen - Mental/TDO/ECO,202100003022,800.0,ESTES ST,CPD,2021/01/31 04:12:32+00,2312,"Whitten, Tobyn",Mental Health/Welfare
23269,Larceny - From Motor Vehicle,202100003017,1400.0,GRACE ST,CPD,2021/01/31 02:52:01+00,2152,"TRAVERS, JOSHUA",Theft & Larceny
23270,Weapons Violations,202100003015,600.0,"ROCK CREEK RD, B",CPD,2021/01/31 02:25:14+00,2125,"Smith, Daniel",Weapon Offenses
23271,Assault Simple,202100003014,1300.0,"CARLTON AVE, 404",CPD,2021/01/31 02:19:28+00,2119,"Middleton, Matthew",Assault & Violent Crime
23272,Suspicious Activity,202100003000,1100.0,EMMET ST N,CPD,2021/01/30 23:14:45+00,1814,"Green, Bryan",Other
23273,Larceny - From Motor Vehicle,202100002982,1200.0,WERTLAND ST,CPD,2021/01/30 20:04:07+00,1504,"Pittman, Terry",Theft & Larceny
23274,Fraud-wire fraud,202100002978,2100.0,"MICHIE DR, 37",CPD,2021/01/30 18:51:31+00,1351,"Pendleton, Eric",Fraud & Financial
23275,Assault Simple,202100002971,900.0,"1ST ST S, A",CPD,2021/01/30 17:16:35+00,1216,"TRAVERS, JOSHUA",Assault & Violent Crime
23276,Assault Simple,202100002969,400.0,"GARRETT ST, D",CPD,2021/01/30 17:10:30+00,1210,"Lowe, Courteny",Assault & Violent Crime
23277,Sex Offense - Forcible Rape,202100002961,300.0,VALLEY RD EXT,CPD,2021/01/30 15:27:22+00,1027,"Pendleton, Eric",Assault & Violent Crime
23278,Larceny - From Motor Vehicle,202100002953,1500.0,VIRGINIA AVE,CPD,2021/01/30 13:42:50+00,842,"Turner, Devon",Theft & Larceny
23279,Burglary,202100002948,1300.0,LONG ST,CPD,2021/01/30 08:34:57+00,334,"Belinski, Thomas",Theft & Larceny
23280,Hit and Run,202100002934,800.0,E MARKET ST,CPD,2021/01/30 03:08:28+00,2208,"Huffman, Mark",Motor Vehicle/Traffic
23281,Suspicious Activity,202100002925,1500.0,VIRGINIA AVE,CPD,2021/01/30 02:12:11+00,2112,"Green, Bryan",Other
23282,Hit and Run,202100002909,200.0,HARRIS RD,CPD,2021/01/29 22:33:38+00,1733,"Smith, Daniel",Motor Vehicle/Traffic
23283,Hit and Run,202100002904,,OAK ST / OAKMONT ST,CPD,2021/01/29 22:09:56+00,1709,"Middleton, Matthew",Motor Vehicle/Traffic
23284,Suspicious Activity,202100002905,700.0,NASSAU ST,CPD,2021/01/29 21:52:12+00,1652,"Eckenroth, Rachel",Other
23285,Larceny - All Other,202100002901,1000.0,E WATER ST,CPD,2021/01/29 21:09:47+00,1609,"Alfonso, Sean",Theft & Larceny
23286,Phone Calls - Threat or Obscene,202100002890,100.0,"HOWARD DR, B",CPD,2021/01/29 18:43:00+00,1343,"Hiner, Kim",Other
23287,Burglary,202100002876,1000.0,"PRESTON AVE, A",CPD,2021/01/29 17:49:58+00,1249,"Lowe, Courteny",Theft & Larceny
23288,Drug/Narcotics Violation,202100002870,1600.0,EMMET ST N,CPD,2021/01/29 15:10:32+00,1010,"Alfonso, Sean",Narcotics/Drug Offenses
23289,Assault Aggravated,202100002850,100.0,W JEFFERSON ST,CPD,2021/01/29 09:39:09+00,439,"Belinski, Thomas",Assault & Violent Crime
23290,Suspicious Activity,202100002847,1600.0,"EMMET ST N, 300",CPD,2021/01/29 08:59:57+00,359,"Hall, Stephen",Other
23291,Family Offense - Non-Violent,202100002823,800.0,"HARDY DR, H",CPD,2021/01/29 03:15:23+00,2215,"Gower, Charles",Other
23292,Larceny - Theft from Building,202100002821,100.0,W MAIN ST,CPD,2021/01/29 02:59:12+00,2159,"Huffman, Mark",Theft & Larceny
23293,Harassment,202100002802,600.0,EVERGREEN AVE,CPD,2021/01/28 23:03:26+00,1803,"Huffman, Mark",Assault & Violent Crime
23294,Suspicious Activity,202100002800,500.0,ROCKLAND AVE,CPD,2021/01/28 22:48:25+00,1748,"Smith, Daniel",Other
23295,Assault Simple,202100002791,400.0,"11TH ST NE, A7",CPD,2021/01/28 21:23:49+00,1623,"Huffman, Mark",Assault & Violent Crime
23296,Lost/FoundProperty,202100002803,300.0,AZALEA DR,CPD,2021/01/28 21:23:09+00,1623,"Smith, Daniel",Other
23297,Shots Fired/Illegal Hunting,202100002784,1400.0,MELBOURNE RD,CPD,2021/01/28 20:37:30+00,1537,"Green, Bryan",Weapon Offenses
23298,Suspicious Activity,202100002783,700.0,"6TH ST SE, C",CPD,2021/01/28 20:15:56+00,1515,"Newcomer, Annmarie",Other
23299,Larceny - From Motor Vehicle,202100002772,100.0,E MARKET ST,CPD,2021/01/28 18:18:13+00,1318,"McKeown, Kaitlyn",Theft & Larceny
23300,Phone Calls - Annoying,202100002771,1400.0,MELBOURNE RD,CPD,2021/01/28 18:13:05+00,1313,"Mooney, James ",Other
23301,Larceny - Of Veh Parts/Access,202100002760,500.0,13TH ST NW,CPD,2021/01/28 14:42:56+00,942,"Burnett, James",Theft & Larceny
23302,Suspicious Activity,202100002751,1300.0,JOHN ST,CPD,2021/01/28 07:56:41+00,256,"Blackwell, Kyle",Other
23303,Burglary,202100002749,100.0,5TH ST SE,CPD,2021/01/28 06:39:57+00,139,"Hounsel, Eli",Theft & Larceny
23304,Burglary,202100002733,100.0,CHANCELLOR ST,CPD,2021/01/27 23:14:46+00,1814,"Chan, William",Theft & Larceny
23305,Disorderly Conduct,202100002729,400.0,"GARRETT ST, H",CPD,2021/01/27 23:09:42+00,1809,"Fink, James",Public Order/Disorderly
23306,Assault Aggravated,202100002728,400.0,"W MAIN ST, A",CPD,2021/01/27 22:48:14+00,1748,"Middleton, Matthew",Assault & Violent Crime
23307,Assist Citizen - Mental/TDO/ECO,202100002726,1800.0,"EMMET ST N, 104",CPD,2021/01/27 22:31:20+00,1731,"Burchardt, Rudy",Mental Health/Welfare
23308,Misc - Criminal Call,202100002724,100.0,"SUMMIT ST, B",CPD,2021/01/27 22:13:14+00,1713,"Chan, William",Other
23309,Larceny - From Motor Vehicle,202100002717,700.0,1ST ST S,CPD,2021/01/27 20:22:20+00,1522,"Pendleton, Eric",Theft & Larceny
23310,Pornography,202100002713,500.0,RIALTO ST,CPD,2021/01/27 19:23:31+00,1423,"Stutzman, David ",Other
23311,Fraud-impersonation,202180000009,900.0,"PRESTON AVE, 102",CPD,2021/01/27 17:26:39+00,1226,"Moje, Ashley",Fraud & Financial
23312,Family Offense - Non-Violent,202100002685,800.0,"ANDERSON ST, G",CPD,2021/01/27 13:08:44+00,808,"Pittman, Terry",Other
23313,Sex Offense - Forcible Sodomy,202100002680,2000.0,"HOLIDAY DR, 368",CPD,2021/01/27 08:58:42+00,358,"Adams, Jonathan",Assault & Violent Crime
23314,Larceny - Shoplifitng,202100002672,1900.0,EMMET ST N,CPD,2021/01/27 06:37:53+00,137,"Whitten, Tobyn",Theft & Larceny
23315,Suspicious Activity,202100002644,200.0,"14TH ST NW, 112",CPD,2021/01/27 04:27:40+00,2327,"Patel, Akash",Other
23316,Hit and Run,202100002619,1100.0,5TH ST SW,CPD,2021/01/26 22:28:29+00,1728,"Stein, Nathan",Motor Vehicle/Traffic
23317,Burglary,202100002602,1000.0,BLENHEIM AVE,CPD,2021/01/26 18:49:48+00,1349,"Samar, Jack",Theft & Larceny
23318,Larceny - From Motor Vehicle,202100002597,1500.0,E HIGH ST,CPD,2021/01/26 17:32:52+00,1232,"McKeown, Kaitlyn",Theft & Larceny
23319,Vandalism,202100002582,1600.0,"6TH ST SE, 24",CPD,2021/01/26 14:22:40+00,922,"Samar, Jack",Property Damage
23320,Missing Person-juvenile,202100002565,800.0,"HARDY DR, A",CPD,2021/01/26 08:27:35+00,327,"Vlasis, Christopher",Mental Health/Welfare
23321,Death Investigation - DOA,202100002563,1100.0,EMMET ST N,CPD,2021/01/26 07:55:43+00,255,"Whitten, Tobyn",Other
23322,Shots Fired/Illegal Hunting,202100002553,600.0,MASON ST,CPD,2021/01/26 06:35:03+00,135,"Whitten, Tobyn",Weapon Offenses
23323,Suspicious Activity,202100002530,600.0,E MARKET ST,CPD,2021/01/26 04:35:45+00,2335,"Harris, Frank",Other
23324,Assault Simple,202100002513,2000.0,"HOLIDAY DR, 215",CPD,2021/01/26 01:37:26+00,2037,"Burchardt, Rudy",Assault & Violent Crime
23325,Hit and Run,202100002505,1100.0,EMMET ST N,CPD,2021/01/25 23:25:33+00,1825,"Burchardt, Rudy",Motor Vehicle/Traffic
23326,Missing Person-juvenile,202100002496,600.0,E MARKET ST,CPD,2021/01/25 21:19:42+00,1619,"Middleton, Matthew",Mental Health/Welfare
23327,Assist Citizen - Mental/TDO/ECO,202100002495,900.0,E JEFFERSON ST,CPD,2021/01/25 21:19:06+00,1619,"Samar, Jack",Mental Health/Welfare
23328,Assault Simple,202100002493,100.0,WELK PL,CPD,2021/01/25 20:42:59+00,1542,"Young, Steven",Assault & Violent Crime
23329,Death Investigation - DOA,202100002481,2000.0,"INDIA RD, 310",CPD,2021/01/25 17:46:48+00,1246,"TRAVERS, JOSHUA",Other
23330,Trespass,202100002476,700.0,"PROSPECT AVE, C",CPD,2021/01/25 15:17:42+00,1017,"Culbreath, Jonathan",Public Order/Disorderly
23331,Larceny - Of Veh Parts/Access,202100002469,1900.0,"SWANSON DR, 6",CPD,2021/01/25 12:37:20+00,737,"TRAVERS, JOSHUA",Theft & Larceny
23332,Burglary,202100002453,100.0,5TH ST SE,CPD,2021/01/25 07:50:47+00,250,"Whitten, Tobyn",Theft & Larceny
23333,Disorderly Conduct,202100002441,100.0,"OLINDA DR, B",CPD,2021/01/25 05:31:50+00,31,"Whitten, Tobyn",Public Order/Disorderly
23334,Assault Simple,202100002436,1100.0,CHERRY ST,CPD,2021/01/25 04:19:27+00,2319,"Miller, Devin",Assault & Violent Crime
23335,Misc - Criminal Call,202100002430,100.0,"SUMMIT ST, B",CPD,2021/01/25 03:26:50+00,2226,"Houchens, Jamell",Other
23336,Hit and Run,202100002399,700.0,"PROSPECT AVE, B",CPD,2021/01/24 16:50:51+00,1150,"Barbour, Tremaine",Motor Vehicle/Traffic
23337,Littering/Illegal Dumping,202100002393,1100.0,MILLMONT ST,CPD,2021/01/24 14:55:07+00,955,"TRAVERS, JOSHUA",Other
23338,Lost/FoundProperty,202100002358,700.0,CHERRY AVE,CPD,2021/01/24 05:29:33+00,29,"Houchens, Jamell",Other
23339,Suspicious Activity,202100002343,100.0,RUGBY RD,CPD,2021/01/24 04:46:35+00,2346,"Morrison, Kyle",Other
23340,Hit and Run,202100002329,400.0,10TH ST NW,CPD,2021/01/24 02:02:29+00,2102,"Eckenroth, Rachel",Motor Vehicle/Traffic
23341,Vandalism,202100002327,700.0,"PROSPECT AVE, E",CPD,2021/01/23 23:54:48+00,1854,"Smith, Daniel",Property Damage
23342,Vandalism,202100002317,700.0,"WALKER SQ, 4D",CPD,2021/01/23 22:24:56+00,1724,"Houchens, Jamell",Property Damage
23343,Hit and Run,202100002309,200.0,CARLTON RD,CPD,2021/01/23 19:48:31+00,1448,"Burnett, James",Motor Vehicle/Traffic
23344,Larceny - From Motor Vehicle,202100002303,2100.0,"ARLINGTON BLVD, 101",CPD,2021/01/23 18:26:08+00,1326,"Samar, Jack",Theft & Larceny
23345,Larceny - From Motor Vehicle,202100002298,2100.0,"MICHIE DR, 20",CPD,2021/01/23 17:05:35+00,1205,"Samar, Jack",Theft & Larceny
